SITE|FECHA|SEGMENTO|SENT_TG|SENT_CG|INSTALLS_TG|INSTALLS_CG|GASTO_TG|INSTALL_TOUCH|BUYERS_2D|BUYERS_5D|BUYERS_30D|GMV INSTALL|REVENUE|TC|GMV_INC_30D|REVENUE_INC_30D|FREQ_INC_30D|SENT_MAIL|SENT_CAMP|OPEN_MAIL|OPEN_CAMP
MLB|2021-07-20|BAJO|1218298.0|214994.0|2772.0|458.0|0.0|1049.0|437|506.0|646.0|24455.94000000004|3619.479120000005|5.1978|56752.6053819449|8399.385596527845|792.7622415079701|0.0|0.0|0.0|0.0
MLA|2021-07-20|ALTO|430325.0|75940.0|2703.0|213.0|3390.094486553837|1866.0|991|1136.0|1552.0|54922.97|5217.6821500000015|96.31|65550.36395078346|6192.084757168954|749.0682775530378|131412.0|257093.0|16724.0|4177.0
MLA|2021-07-20|MEDIO|340149.0|60026.0|1446.0|148.0|723.1855466722043|876.0|367|417.0|591.0|23016.41|2186.558949999999|96.31|39446.08908097541|3739.8695275179966|566.7438697654928|105594.0|315225.0|10680.0|2347.0
MLA|2021-07-20|BAJO|333703.0|58889.0|1595.0|132.0|1412.1067386564225|945.0|428|484.0|605.0|21221.010000000017|2015.9959500000016|96.31|34248.32613994088|3238.9288844608623|582.2622832278332|98991.0|310710.0|9845.0|2107.0
MCO|2021-07-20|ALTO|212735.0|37542.0|1291.0|71.0|1385.1223951677453|877.0|464|520.0|624.0|11555.570000000005|1178.66814|3808.5082|7495.00834289254|764.3211535130745|281.7081856529372|78197.0|199901.0|9794.0|1823.0
MCO|2021-07-20|MEDIO|135097.0|23841.0|530.0|42.0|321.3856806189886|301.0|141|159.0|191.0|4168.02|425.13803999999993|3808.5082|7495.00834289254|764.3211535130745|281.7081856529372|49626.0|127730.0|5068.0|518.0
MCO|2021-07-20|BAJO|112248.0|19808.0|350.0|37.0|232.3744504475532|174.0|75|84.0|100.0|2399.8299999999995|244.78266|3808.5082|7495.00834289254|764.3211535130745|281.7081856529372|42900.0|106162.0|3712.0|268.0
MLC|2021-07-26|ALTO|160759.0|28369.0|1115.0|85.0|2294.190055978238|751.0|478|512.0|628.0|24962.48000000001|1996.9984000000013|758.4376|19801.05527900524|1582.548798257981|324.0851097913901|76594.0|150753.0|12244.0|1280.0
MLC|2021-07-26|MEDIO|152179.0|26855.0|621.0|69.0|435.10501061656197|359.0|189|217.0|261.0|8643.71|691.4967999999999|758.4376|19801.05527900524|1582.548798257981|324.0851097913901|71099.0|143488.0|9870.0|408.0
MLC|2021-07-26|BAJO|156607.0|27637.0|610.0|57.0|764.7300186594123|347.0|165|185.0|226.0|7004.020000000001|560.3216000000001|758.4376|19801.05527900524|1582.548798257981|324.0851097913901|66548.0|147955.0|9374.0|366.0
MLM|2021-07-26|ALTO|331264.0|58458.0|2171.0|143.0|3289.3140902394566|1465.0|832|968.0|1239.0|44582.05000000004|4904.025500000004|20.0245|63265.87543713103|6794.981817561079|746.5441286564377|109738.0|308901.0|15304.0|4366.0
MLM|2021-07-26|MEDIO|275771.0|48665.0|1460.0|111.0|1677.9445179654922|864.0|434|511.0|625.0|17598.37999999999|1935.821799999999|20.0245|30232.562245987367|3241.787269517824|649.2913748164402|100880.0|259321.0|10809.0|1925.0
MLM|2021-07-26|BAJO|262840.0|46384.0|1316.0|90.0|2523.8273115433594|792.0|387|446.0|537.0|15304.09000000001|1683.449900000001|20.0245|21759.647826781937|2267.5242906574485|553.8094699975163|91966.0|245272.0|8985.0|1347.0
MLB|2021-07-27|ALTO|1828266.0|322635.0|10792.0|837.0|9424.940038684725|6985.0|3667|4207.0|5656.0|166685.72999999975|24669.48803999996|5.17|218125.81997438203|30459.615546018067|2830.3068384449543|516953.0|1703916.0|47251.0|29876.0
MLB|2021-07-27|MEDIO|1331964.0|235053.0|3173.0|586.0|0.0|1357.0|527|618.0|867.0|31074.76|4599.06448|5.17|52609.75056689918|7786.243083901078|908.6297944024926|14.0|0.0|45.0|0.0
MLB|2021-07-27|BAJO|1191364.0|210241.0|2561.0|449.0|0.0|905.0|322|390.0|529.0|15483.700000000004|2291.5876000000007|5.17|33374.99717637853|4939.499582104022|629.6810303257847|0.0|0.0|0.0|0.0
MLA|2021-07-27|ALTO|424838.0|74971.0|3654.0|215.0|3692.993890442167|2671.0|1416|1636.0|2209.0|85251.59999999995|8098.9019999999955|96.57|98994.13575509732|9366.201270034006|1131.2502960233758|132585.0|384459.0|17930.0|6579.0
MLA|2021-07-27|MEDIO|333981.0|58938.0|1659.0|160.0|1152.5318421870147|1039.0|471|520.0|701.0|26633.86999999999|2530.217649999999|96.57|34715.014391939345|3285.9916893613267|594.5327726296234|112123.0|309491.0|12738.0|2403.0
MLA|2021-07-27|BAJO|325715.0|57479.0|1703.0|152.0|1914.4045769907846|1033.0|501|545.0|698.0|22858.91000000001|2171.596450000001|96.57|33139.95111739844|3128.471346864348|668.3991233540179|88882.0|303047.0|9824.0|2327.0
MCO|2021-07-27|ALTO|208656.0|36822.0|1278.0|77.0|1582.9452150601403|884.0|502|553.0|653.0|13440.939999999993|1370.9758799999993|3904.1149|7768.467923080407|792.2001578072276|286.580521262638|78275.0|196072.0|11456.0|1587.0
MCO|2021-07-27|MEDIO|130634.0|23053.0|492.0|34.0|359.6205634214303|295.0|158|169.0|196.0|4141.23|422.40546|3904.1149|7768.467923080407|792.2001578072276|286.580521262638|48651.0|123510.0|5817.0|443.0
MCO|2021-07-27|BAJO|104099.0|18370.0|317.0|38.0|207.473401973902|187.0|65|74.0|94.0|2008.0900000000006|204.82518000000007|3904.1149|7768.467923080407|792.2001578072276|286.580521262638|41007.0|98451.0|4176.0|268.0
MLM|2021-08-02|ALTO|326943.0|57696.0|2356.0|188.0|4659.480153133187|1685.0|1058|1198.0|1476.0|55245.61999999997|6077.018199999996|19.852|68238.81918263742|7271.559242009662|992.5483802872484|108761.0|283769.0|15157.0|3727.0
MLM|2021-08-02|MEDIO|268756.0|47428.0|1508.0|123.0|2488.4062059238368|949.0|573|642.0|753.0|25533.47999999997|2808.6827999999978|19.852|40262.881411702634|4303.569070644743|845.8508789471872|98473.0|237160.0|10433.0|1856.0
MLM|2021-08-02|BAJO|252607.0|44578.0|1353.0|103.0|3097.924642353416|842.0|451|508.0|594.0|18441.73|2028.5903|19.852|27147.64159632393|2830.1895660070063|676.1777033222874|88748.0|223747.0|8799.0|1259.0
MLC|2021-08-09|ALTO|159262.0|28105.0|1440.0|91.0|3505.425059557172|1010.0|685|758.0|894.0|32478.39000000001|2598.271200000001|784.4983|28774.32490067101|2299.585070262687|511.7762651748205|75815.0|139984.0|11117.0|1268.0
MLC|2021-08-09|MEDIO|148387.0|26186.0|820.0|74.0|699.810311889777|481.0|290|316.0|367.0|15590.379999999983|1247.230399999999|784.4983|28774.32490067101|2299.585070262687|511.7762651748205|67283.0|131170.0|8939.0|416.0
MLC|2021-08-09|BAJO|163097.0|28782.0|752.0|72.0|1351.1820229565824|455.0|301|308.0|339.0|13008.28999999999|1040.6631999999993|784.4983|28774.32490067101|2299.585070262687|511.7762651748205|71177.0|144598.0|8989.0|379.0
MLM|2021-08-09|ALTO|323301.0|57053.0|1785.0|188.0|2491.923168932658|1114.0|617|736.0|942.0|37018.84000000003|4072.072400000004|20.0648|69036.28800753133|7469.797910198652|612.1284889131302|597.0|139002.0|1353.0|2099.0
MLM|2021-08-09|MEDIO|272925.0|48163.0|883.0|138.0|478.43536940313385|454.0|202|246.0|315.0|13915.56|1530.7116|20.0648|24683.29989998224|2691.318476747581|350.0503694310787|431.0|24389.0|1028.0|250.0
MLM|2021-08-09|BAJO|269140.0|47495.0|696.0|113.0|231.7491328096966|306.0|138|159.0|204.0|9282.609999999997|1021.0870999999997|20.0648|15238.595854780422|1664.6955094972345|232.86959033416568|487.0|7410.0|1099.0|53.0
MLB|2021-08-10|ALTO|1795786.0|316904.0|8663.0|870.0|6198.7475343279|5210.0|2815|3207.0|4204.0|137896.12000000008|20408.62576000001|5.2217|175170.09832851394|24738.061632626974|2338.921889753428|515.0|1046984.0|1158.0|20308.0
MLB|2021-08-10|MEDIO|1348637.0|237995.0|4024.0|602.0|1080.1022655457034|1987.0|903|1014.0|1318.0|43322.499999999935|6411.729999999991|5.2217|70805.92326758777|10272.427865322794|1426.3796133008705|393881.0|0.0|29852.0|0.0
MLB|2021-08-10|BAJO|1238308.0|218525.0|5284.0|462.0|3006.6759867476103|2897.0|1366|1564.0|1922.0|56948.34999999999|8428.355799999998|5.2217|86064.99254288412|12161.814850394841|2071.758551735371|353902.0|1164417.0|26786.0|9206.0
MLA|2021-08-10|ALTO|412689.0|72827.0|4439.0|256.0|7940.835308667423|3295.0|2040|2236.0|2790.0|114812.94000000002|10907.2293|97.03|96277.28965739784|9064.503546941949|1525.4853244459596|125011.0|338015.0|17002.0|6498.0
MLA|2021-08-10|MEDIO|330144.0|58261.0|2245.0|205.0|1789.1373801916934|1456.0|764|849.0|1047.0|44543.75999999998|4231.657199999998|97.03|53387.115949914514|5053.337002769533|913.5635916702021|107467.0|286209.0|12763.0|2814.0
MLA|2021-08-10|BAJO|339645.0|59937.0|2291.0|185.0|2638.356487684222|1427.0|693|774.0|940.0|41769.609999999964|3968.112949999997|97.03|49516.965105409385|4676.920543225946|898.7758720400917|89097.0|296149.0|10120.0|2878.0
MCO|2021-08-10|ALTO|199355.0|35180.0|1329.0|84.0|1716.7638009768393|925.0|498|558.0|689.0|14404.970000000005|1469.3069400000006|3949.2911|9653.40430259992|984.4515589568558|326.9577715841594|62924.0|175040.0|9833.0|1647.0
MCO|2021-08-10|MEDIO|129067.0|22776.0|490.0|41.0|282.5823601607893|291.0|124|147.0|176.0|3452.5499999999993|352.16009999999983|3949.2911|9653.40430259992|984.4515589568558|326.9577715841594|35042.0|114118.0|4478.0|442.0
MCO|2021-08-10|BAJO|109456.0|19316.0|363.0|28.0|319.04460018153645|209.0|99|111.0|125.0|3549.220000000001|362.02044|3949.2911|9653.40430259992|984.4515589568558|326.9577715841594|43838.0|97073.0|4355.0|240.0
MLC|2021-08-16|ALTO|156052.0|27538.0|1175.0|106.0|2931.863871106482|824.0|592|635.0|736.0|32103.52000000001|2568.2816000000007|774.2515|29428.759058784686|2352.2422238612617|439.8175975319616|73315.0|137079.0|10604.0|1078.0
MLC|2021-08-16|MEDIO|145285.0|25638.0|660.0|79.0|616.0788839285426|395.0|260|267.0|313.0|13863.099999999995|1109.0479999999998|774.2515|29428.759058784686|2352.2422238612617|439.8175975319616|65445.0|128504.0|8619.0|329.0
MLC|2021-08-16|BAJO|159059.0|28069.0|708.0|59.0|1233.449337844357|412.0|253|264.0|307.0|11367.86|909.4288|774.2515|29428.759058784686|2352.2422238612617|439.8175975319616|69136.0|141109.0|8695.0|365.0
MLM|2021-08-16|ALTO|317449.0|56020.0|2487.0|449.0|4993.387407411134|1724.0|1153|1274.0|1494.0|57475.76999999994|6322.334699999993|19.8863|63831.62156139963|6770.381515757059|984.0470707849654|120409.0|318857.0|16632.0|4675.0
MLM|2021-08-16|MEDIO|265178.0|46796.0|1612.0|274.0|2569.608222746313|1033.0|615|684.0|792.0|23807.74000000002|2618.8514000000023|19.8863|31656.65140888456|3353.0166565740637|827.6627142281253|110891.0|198032.0|11883.0|2075.0
MLM|2021-08-16|BAJO|258970.0|45700.0|1527.0|245.0|3854.4123341194704|950.0|557|626.0|710.0|23592.81000000001|2595.209100000001|19.8863|34881.396260101086|3643.131091006263|825.2356203283085|103827.0|260440.0|10223.0|1783.0
MLB|2021-08-17|ALTO|1766342.0|311707.0|7579.0|761.0|6823.857510239071|4841.0|2574|2960.0|3937.0|120865.64999999982|17888.116199999968|5.2495|158190.68130208855|22112.31464921752|2034.9550949561456|482987.0|559283.0|43571.0|10391.0
MLB|2021-08-17|MEDIO|1319883.0|232920.0|3616.0|577.0|807.6959710448613|1801.0|820|919.0|1183.0|39078.61000000004|5783.634280000005|5.2495|60308.52890287251|8771.800772520863|1239.3726197260658|381779.0|0.0|28361.0|0.0
MLB|2021-08-17|BAJO|1206100.0|212841.0|4722.0|430.0|2689.779979045623|2556.0|1260|1424.0|1741.0|55336.88000000004|8189.858240000006|5.2495|86453.54225977296|12282.73641197652|1940.556726403512|343129.0|1134161.0|23607.0|8151.0
MLA|2021-08-17|ALTO|404453.0|71374.0|3189.0|196.0|5074.549203084833|2254.0|1347|1469.0|1898.0|90672.42999999988|8613.88084999999|97.25|125320.17893572705|11853.236544363634|1211.936163426417|118982.0|345715.0|15161.0|5608.0
MLA|2021-08-17|MEDIO|323004.0|57001.0|1647.0|160.0|1180.4627249357327|1019.0|497|532.0|679.0|30015.73999999996|2851.495299999996|97.25|37387.004412990565|3539.6269850445333|605.9669464644052|105032.0|280095.0|11769.0|2323.0
MLA|2021-08-17|BAJO|331787.0|58550.0|1681.0|139.0|1928.017172236504|1051.0|492|554.0|711.0|27731.81999999998|2634.5228999999977|97.25|48418.999072536964|4579.979542510688|772.5644978741963|90341.0|281282.0|9977.0|2270.0
MCO|2021-08-17|ALTO|194692.0|34357.0|1139.0|78.0|1711.3794015607782|760.0|477|506.0|600.0|12833.729999999996|1309.0404599999993|3830.2436|8015.99490917532|817.4333315735962|275.4209832488644|71377.0|170890.0|10034.0|1354.0
MCO|2021-08-17|MEDIO|125502.0|22148.0|455.0|39.0|322.69488029429766|269.0|127|145.0|172.0|3409.11|347.72922|3830.2436|8015.99490917532|817.4333315735962|275.4209832488644|47894.0|111031.0|5546.0|370.0
MCO|2021-08-17|BAJO|106471.0|18789.0|312.0|28.0|242.80440022143762|181.0|76|84.0|101.0|1910.9|194.9118|3830.2436|8015.99490917532|817.4333315735962|275.4209832488644|42582.0|94369.0|4093.0|232.0
MLC|2021-08-23|ALTO|154579.0|27279.0|1188.0|81.0|3223.429846340944|831.0|597|650.0|744.0|25972.51999999999|2077.8015999999993|786.4294|21597.873773701|1725.730639503834|413.7550052601494|73711.0|135787.0|10198.0|1011.0
MLC|2021-08-23|MEDIO|143715.0|25362.0|639.0|66.0|686.6477779187808|382.0|257|262.0|298.0|9637.04999999999|770.9639999999993|786.4294|21597.873773701|1725.730639503834|413.7550052601494|65208.0|127153.0|8367.0|383.0
MLC|2021-08-23|BAJO|156574.0|27631.0|577.0|58.0|1042.6873664692598|345.0|223|225.0|264.0|10451.81|836.1448|786.4294|21597.873773701|1725.730639503834|413.7550052601494|68579.0|138827.0|8381.0|334.0
MLB|2021-08-24|ALTO|1754625.0|309640.0|9045.0|751.0|10060.723466080539|5953.0|3366|3763.0|4872.0|147284.83000000002|21798.154840000007|5.3686|200296.05673031206|27769.822530631416|2824.680047204753|480613.0|1122206.0|44550.0|19736.0
MLB|2021-08-24|MEDIO|1303767.0|230076.0|3319.0|520.0|815.8551577692509|1647.0|762|867.0|1144.0|37770.18000000003|5589.986640000004|5.3686|67939.36814502897|9903.058531478286|1216.9074074490863|377831.0|0.0|28308.0|0.0
MLB|2021-08-24|BAJO|1184564.0|209041.0|4388.0|429.0|2373.058152963529|2346.0|1153|1246.0|1574.0|48012.09000000006|7105.789320000009|5.3686|68284.77389364161|9664.121026263145|1683.1705415729596|336932.0|1113785.0|23312.0|7514.0
MLA|2021-08-24|ALTO|401263.0|70811.0|2270.0|165.0|3382.9568788501037|1606.0|941|1010.0|1321.0|63574.620000000126|6039.588900000013|97.4|56145.75457075446|5299.114067395698|657.7304486825343|122560.0|175040.0|15215.0|2571.0
MLA|2021-08-24|MEDIO|319383.0|56361.0|1562.0|156.0|1390.657084188911|987.0|509|564.0|694.0|31468.520000000062|2989.5094000000067|97.4|35824.956343781414|3389.0930591870683|643.7258072545637|105568.0|276857.0|11239.0|2015.0
MLA|2021-08-24|BAJO|326333.0|57588.0|1624.0|139.0|1817.2484599589325|1017.0|505|543.0|674.0|36251.680000000015|3443.9096000000013|97.4|47782.33290939381|4520.664044667987|673.390289722286|89364.0|284445.0|9406.0|2060.0
MCO|2021-08-24|ALTO|192312.0|33938.0|993.0|70.0|1451.6437342656332|675.0|404|449.0|525.0|13105.949999999995|1336.8068999999996|3874.9177|7557.253767179379|770.6682557341497|245.27345134383663|53328.0|168572.0|7214.0|1275.0
MCO|2021-08-24|MEDIO|123074.0|21719.0|409.0|33.0|303.49031671046845|250.0|121|134.0|160.0|3940.529999999999|401.9340599999999|3874.9177|7557.253767179379|770.6682557341497|245.27345134383663|41448.0|108633.0|4767.0|365.0
MCO|2021-08-24|BAJO|103334.0|18235.0|279.0|31.0|240.00509739858467|154.0|68|70.0|81.0|2652.7500000000005|270.58050000000003|3874.9177|7557.253767179379|770.6682557341497|245.27345134383663|36176.0|91649.0|3458.0|222.0
MLC|2021-08-30|ALTO|153286.0|27050.0|1173.0|91.0|2855.731018695349|819.0|576|622.0|716.0|30814.890000000014|2465.191200000001|784.3876|24891.972042795303|1989.467517649893|369.30416938163734|73024.0|134550.0|10779.0|975.0
MLC|2021-08-30|MEDIO|142172.0|25089.0|626.0|54.0|566.046684062828|363.0|226|242.0|282.0|12266.269999999995|981.3015999999997|784.3876|24891.972042795303|1989.467517649893|369.30416938163734|64591.0|125539.0|8839.0|343.0
MLC|2021-08-30|BAJO|154448.0|27256.0|658.0|59.0|1026.2783348436408|397.0|227|249.0|282.0|13472.479999999998|1077.7984|784.3876|24891.972042795303|1989.467517649893|369.30416938163734|67390.0|136833.0|8801.0|334.0
MLM|2021-08-30|ALTO|311098.0|54900.0|2208.0|183.0|3713.9466641509807|1533.0|984|1107.0|1328.0|47315.71000000002|5204.728100000001|20.1403|69357.22429720081|7444.890931727407|943.5736904549536|102552.0|263333.0|14152.0|3150.0
MLM|2021-08-30|MEDIO|254979.0|44996.0|1486.0|123.0|2214.465524346708|945.0|552|617.0|729.0|24867.44|2735.4184000000005|20.1403|35897.15614638698|3838.735212907049|781.1695527543526|92417.0|224076.0|9774.0|1652.0
MLM|2021-08-30|BAJO|244037.0|43065.0|1416.0|108.0|3157.8476983957544|896.0|498|558.0|648.0|21735.56000000002|2390.911600000002|20.1403|31447.76045589622|3302.461164515513|739.012575908414|85292.0|215345.0|8428.0|1330.0
MLB|2021-08-31|ALTO|1741107.0|307254.0|8068.0|798.0|7744.841392054206|5199.0|2853|3228.0|4231.0|131182.27000000008|19414.97596000001|5.1952|157862.63957223063|21872.90198713859|2216.565948506281|468451.0|1014398.0|42464.0|15532.0
MLB|2021-08-31|MEDIO|1286803.0|227083.0|3319.0|527.0|789.1900215583612|1608.0|700|800.0|1068.0|35918.07999999995|5315.875839999992|5.1952|57941.36047551732|8423.413816199172|1100.2944527813609|370294.0|0.0|27581.0|0.0
MLB|2021-08-31|BAJO|1163460.0|205316.0|4105.0|432.0|2086.5317985833067|2179.0|1012|1169.0|1455.0|45794.56000000004|6777.594880000006|5.1952|72063.64537692467|10263.792668197982|1645.970788417736|331253.0|1093695.0|22544.0|6102.0
MLA|2021-08-31|ALTO|398891.0|70392.0|2233.0|189.0|2942.380513765224|1593.0|908|1012.0|1334.0|63868.78000000005|6067.5341000000035|97.71|79554.67058705963|7527.580303726195|827.7546274526503|121931.0|156704.0|14630.0|2257.0
MLA|2021-08-31|MEDIO|315722.0|55716.0|1642.0|159.0|1156.9951898475078|1035.0|526|585.0|734.0|41958.88999999998|3986.094549999998|97.71|61326.103525641825|5814.138721540746|678.2750978041007|103911.0|273428.0|10983.0|1907.0
MLA|2021-08-31|BAJO|321024.0|56651.0|1621.0|162.0|1837.0688772899398|962.0|481|526.0|641.0|35865.98000000002|3407.268100000001|97.71|44064.406541189725|4167.317384310477|636.8936329252434|87641.0|279566.0|9166.0|1973.0
MCO|2021-08-31|ALTO|189789.0|33492.0|1069.0|83.0|1525.7970020201556|762.0|466|512.0|601.0|13531.290000000005|1380.1915800000006|3834.0618|9464.102346613921|965.1484397409037|286.54190701544627|65976.0|166270.0|9079.0|1184.0
MCO|2021-08-31|MEDIO|120078.0|21190.0|439.0|51.0|397.4896805262762|285.0|146|160.0|185.0|3791.360000000001|386.71872|3834.0618|9464.102346613921|965.1484397409037|286.54190701544627|43591.0|106142.0|5137.0|361.0
MCO|2021-08-31|BAJO|97067.0|17129.0|291.0|28.0|262.1241003470523|169.0|78|85.0|99.0|2488.84|253.86167999999995|3834.0618|9464.102346613921|965.1484397409037|286.54190701544627|34520.0|86062.0|3486.0|209.0
MLC|2021-09-06|ALTO|151904.0|26807.0|1231.0|80.0|3352.7707062291865|866.0|616|662.0|753.0|29979.51|2398.3608|766.5302|22118.042611308443|1767.1316218985714|415.8655899388127|71470.0|133177.0|10447.0|1123.0
MLC|2021-09-06|MEDIO|140313.0|24761.0|705.0|77.0|665.3358210805003|410.0|260|279.0|321.0|11915.29|953.2232|766.5302|22118.042611308443|1767.1316218985714|415.8655899388127|62979.0|123668.0|8647.0|413.0
MLC|2021-09-06|BAJO|152020.0|26827.0|722.0|71.0|1298.0571411276426|416.0|263|283.0|314.0|11438.890000000005|915.1112000000003|766.5302|22118.042611308443|1767.1316218985714|415.8655899388127|66268.0|134586.0|8555.0|363.0
MLM|2021-09-06|ALTO|308089.0|54369.0|2313.0|180.0|4263.920091714519|1631.0|1071|1204.0|1432.0|50114.690000000046|5512.615900000006|19.8878|67333.87154146067|7192.327087809323|1032.8796750067133|99801.0|265663.0|13414.0|3327.0
MLM|2021-09-06|MEDIO|250384.0|44186.0|1543.0|118.0|2438.681000412313|969.0|561|625.0|731.0|23709.32000000001|2608.025200000001|19.8878|34762.63598384661|3701.267999011333|775.3208373602548|89920.0|219861.0|9422.0|1710.0
MLM|2021-09-06|BAJO|237482.0|41908.0|1401.0|100.0|3243.0439767093394|871.0|498|542.0|628.0|22433.22|2467.6542|19.8878|33336.45905971362|3503.943491836485|705.464275623098|82142.0|209382.0|8023.0|1281.0
MLB|2021-09-07|ALTO|1727933.0|304929.0|6289.0|725.0|5553.452571803838|3699.0|1960|2291.0|2977.0|90205.56|13350.422880000002|5.1773|112808.37495724119|15622.985297120633|1582.1596931957233|468063.0|528465.0|38078.0|7838.0
MLB|2021-09-07|MEDIO|1267692.0|223710.0|6363.0|487.0|7231.439167133449|3708.0|1888|2155.0|2686.0|72970.46999999994|10799.62955999999|5.1773|113701.2537568316|15431.026788481002|2626.562042565633|362448.0|1188493.0|25866.0|14449.0
MLB|2021-09-07|BAJO|1140643.0|201290.0|4122.0|406.0|3848.3379367624048|2180.0|1097|1224.0|1460.0|43744.830000000016|6474.234840000003|5.1773|63672.06964889039|8680.156486939375|1616.2480869321325|322843.0|1008547.0|21009.0|6703.0
MLA|2021-09-07|ALTO|396189.0|69915.0|3078.0|213.0|5209.622104296357|2260.0|1419|1549.0|1916.0|93986.76999999989|8928.74314999999|97.99|98509.85763935668|9305.271641528288|1112.4157032241299|118411.0|337358.0|14107.0|4925.0
MLA|2021-09-07|MEDIO|312058.0|55069.0|1628.0|150.0|1228.69680579651|1029.0|541|597.0|736.0|31574.850000000013|2999.610750000001|97.99|37740.28165232044|3572.7877549723144|680.6064834278317|101995.0|269958.0|10478.0|1891.0
MLA|2021-09-07|BAJO|315712.0|55714.0|1650.0|188.0|1806.3067659965304|978.0|484|532.0|647.0|28272.929999999986|2685.928349999999|97.99|41686.31841718447|3941.766666960859|621.9224176961956|86148.0|243979.0|8969.0|1830.0
MCO|2021-09-07|ALTO|187255.0|33045.0|941.0|71.0|1172.0185385232346|614.0|350|393.0|465.0|10254.049999999992|1045.9130999999988|3790.0322|6543.741837618228|667.3060277047695|217.7136503238237|51966.0|164115.0|6782.0|1157.0
MCO|2021-09-07|MEDIO|117371.0|20712.0|418.0|37.0|364.1130014673754|254.0|132|153.0|169.0|3206.3900000000012|327.05178|3790.0322|6543.741837618228|667.3060277047695|217.7136503238237|43948.0|103810.0|4853.0|326.0
MCO|2021-09-07|BAJO|91512.0|16149.0|270.0|21.0|233.50725094103421|166.0|81|88.0|102.0|2443.6600000000008|249.2533200000001|3790.0322|6543.741837618228|667.3060277047695|217.7136503238237|35185.0|81111.0|3377.0|203.0
MLC|2021-09-13|ALTO|150599.0|26576.0|902.0|70.0|2192.658196813505|672.0|475|495.0|590.0|22471.929999999986|1797.7543999999994|791.2769999999997|17806.711107185918|1422.9956487276288|335.00742610554437|70724.0|132131.0|9401.0|852.0
MLC|2021-09-13|MEDIO|138562.0|24452.0|572.0|61.0|530.7875750211366|345.0|213|225.0|261.0|7876.270000000002|630.1016000000002|791.2769999999997|17806.711107185918|1422.9956487276288|335.00742610554437|61962.0|122352.0|7591.0|287.0
MLC|2021-09-13|BAJO|149626.0|26405.0|595.0|61.0|935.1971559896216|371.0|220|231.0|278.0|9658.569999999994|772.6855999999997|791.2769999999997|17806.711107185918|1422.9956487276288|335.00742610554437|65104.0|132836.0|7503.0|294.0
MLM|2021-09-13|ALTO|305249.0|53867.0|3048.0|156.0|11609.474780718303|2395.0|1676|1818.0|2101.0|81609.59000000017|8977.054900000017|19.8717|78170.90349533486|8014.577864399559|1309.2188685123194|99157.0|263168.0|13540.0|4247.0
MLM|2021-09-13|MEDIO|246024.0|43416.0|1360.0|92.0|2224.268683605328|906.0|559|607.0|706.0|28180.870000000014|3099.895700000002|19.8717|36783.477067860505|3934.251002874896|688.2082528365816|88432.0|216248.0|8702.0|1630.0
MLM|2021-09-13|BAJO|231895.0|40923.0|1190.0|89.0|2860.852367940337|823.0|437|500.0|585.0|18459.899999999994|2030.5889999999995|19.8717|26894.03145615781|2814.3772988554633|628.9316593662414|80344.0|204817.0|7322.0|1153.0
MLB|2021-09-14|ALTO|1715054.0|302657.0|9395.0|870.0|10900.949039457037|6592.0|3658|4137.0|5346.0|182186.42999999964|26963.591639999948|5.2158|218464.2412920108|30242.721699588114|2690.8374209587523|456272.0|974411.0|39668.0|17577.0
MLB|2021-09-14|MEDIO|1244858.0|219681.0|6609.0|590.0|6103.761647302425|4236.0|2211|2516.0|3055.0|93253.96000000002|13801.586080000005|5.2158|133595.4393593242|18601.880451518715|3151.59453013978|351687.0|1169930.0|25796.0|13789.0
MLB|2021-09-14|BAJO|1116138.0|196965.0|4576.0|469.0|3322.98017562023|2672.0|1290|1446.0|1729.0|52328.19|7744.572119999999|5.2158|76176.2976515304|10636.993203617069|1864.8606094151544|315124.0|1000027.0|21297.0|6967.0
MLA|2021-09-14|ALTO|393185.0|69386.0|2487.0|168.0|4062.595575491895|1870.0|1159|1251.0|1569.0|76603.10000000003|7277.294500000004|98.09|89407.51558911797|8452.29696011299|1087.5527577217426|118964.0|334591.0|13192.0|3997.0
MLA|2021-09-14|MEDIO|308514.0|54444.0|1352.0|132.0|1163.21745335916|893.0|484|533.0|637.0|28067.18|2666.3820999999994|98.09|39569.89073650301|3747.280944737292|611.0580278811711|100680.0|266850.0|9929.0|1593.0
MLA|2021-09-14|BAJO|310475.0|54789.0|1385.0|129.0|1631.1550616780507|888.0|443|474.0|574.0|21698.17000000002|2061.326150000002|98.09|29634.781492698487|2798.675074086119|596.7421148929658|85115.0|262682.0|8250.0|1607.0
MCO|2021-09-14|ALTO|184952.0|32639.0|884.0|58.0|1304.250258032253|634.0|394|429.0|492.0|13502.710000000005|1377.27642|3829.6569|10045.152773931735|1024.4495144001642|236.0959144319397|54191.0|162131.0|6655.0|1094.0
MCO|2021-09-14|MEDIO|114719.0|20245.0|362.0|37.0|238.14143768336|228.0|109|119.0|131.0|5030.990000000002|513.16098|3829.6569|10045.152773931735|1024.4495144001642|236.0959144319397|33523.0|101574.0|3537.0|307.0
MCO|2021-09-14|BAJO|86327.0|15234.0|253.0|24.0|250.6751975614316|153.0|78|88.0|100.0|1752.6|178.7652|3829.6569|10045.152773931735|1024.4495144001642|236.0959144319397|33325.0|76534.0|3139.0|219.0
